id,impact.gap,magnitude,significance,depth,location.distance,location.full,location.latitude,location.longitude,location,time.day,time.epoch,time.full,time.hour,time.minute,time.month,time.second,time.year
ak13832351,273.5999781,2.1,68,56.7,0.4347846,"48km SSW of Little Sitkin Island, Alaska",51.5273,178.3063,Alaska,28,1.46969E+12,7/28/16 3:41,3,41,7,48,2016
nn00553578,263.42,1,15,6.1,0.36,"21km SSW of Gardnerville Ranchos, Nevada",38.6982,-119.8061,Nevada,28,1.46969E+12,7/28/16 3:50,3,50,7,12,2016
ak13813554,25.19999798,1.3,26,120.6,0.1976294,"78km W of Cantwell, Alaska",63.2754,-150.4978,Alaska,28,1.46969E+12,7/28/16 4:14,4,14,7,50,2016
nc72667391,99,0.25,1,6.98,0.01436,"8km ESE of Mammoth Lakes, California",37.6216667,-118.8856667,California,28,1.46969E+12,7/28/16 4:14,4,14,7,54,2016
mb80164349,138,1.4,30,6.03,0.382,"23km WNW of Challis, Idaho",44.5528333,-114.5161667,Idaho,28,1.46969E+12,7/28/16 4:33,4,33,7,36,2016
ak13813556,43.19999654,1.2,22,8.4,0.3566312,"108km NW of Talkeetna, Alaska",63.0633,-151.494,Alaska,28,1.46969E+12,7/28/16 4:34,4,34,7,25,2016
ci37641472,96,0.35,2,12.37,0.03986,"3km NNE of Murrieta Hot Springs, CA",33.5853333,-117.151,California,28,1.4697E+12,7/28/16 4:38,4,38,7,23,2016
ak13813558,53.99999568,1.7,44,4.5,0.04581408,"92km NW of Nikiski, Alaska",61.3091,-152.4285,Alaska,28,1.4697E+12,7/28/16 4:39,4,39,7,55,2016
ak13813560,82.79999338,1.1,19,1.4,0.03862756,"91km N of Redoubt Volcano, Alaska",61.2911,-152.4551,Alaska,28,1.4697E+12,7/28/16 4:41,4,41,7,42,2016
ak13832356,151.1999879,1.8,50,78.4,0.2946474,"40km SSE of Semisopochnoi Island, Alaska",51.6467,179.9092,Alaska,28,1.4697E+12,7/28/16 4:42,4,42,7,14,2016
ak13813561,39.59999683,2.1,68,1,0.04311913,"92km NW of Nikiski, Alaska",61.2991,-152.4507,Alaska,28,1.4697E+12,7/28/16 4:45,4,45,7,31,2016
ak13814022,28.7999977,1.5,35,81.6,0.4347846,"59km WNW of Talkeetna, Alaska",62.5478,-151.1535,Alaska,28,1.4697E+12,7/28/16 4:51,4,51,7,10,2016
nn00553617,245.02,1,15,4.1,0.337,"13km SSW of Smith Valley, Nevada",38.6667,-119.3803,Nevada,28,1.4697E+12,7/28/16 4:55,4,55,7,28,2016
nn00553571,106.8,0.9,12,12.2,0.365,"22km SSW of Gardnerville Ranchos, Nevada",38.6894,-119.8113,Nevada,28,1.4697E+12,7/28/16 4:59,4,59,7,17,2016
ci37641480,234,0.52,4,2.75,0.09068,"4km WSW of Little Lake, CA",35.9258333,-117.9498333,California,28,1.4697E+12,7/28/16 5:05,5,5,7,12,2016
ak13814025,35.99999712,1.9,56,6.6,0.1077978,"36km ESE of Sutton-Alpine, Alaska",61.7265,-148.1789,Alaska,28,1.4697E+12,7/28/16 5:07,5,7,7,32,2016
ak13832360,115.1999908,1.6,39,60.3,0.4410728,"88km SW of Homer, Alaska",59.0436,-152.5599,Alaska,28,1.4697E+12,7/28/16 5:19,5,19,7,3,2016
ak13814029,46.79999626,1.1,19,115.5,0.2596131,"16km NNE of Healy, Alaska",63.9852,-148.8097,Alaska,28,1.4697E+12,7/28/16 5:21,5,21,7,44,2016
nn00553581,225.84,1,15,6.8,0.16,"69km ESE of Lakeview, Oregon",41.8432,-119.6405,Oregon,28,1.4697E+12,7/28/16 5:23,5,23,7,52,2016
uu60156932,137,0.74,8,3.2,0.2599,"16km ESE of Castle Dale, Utah",39.1285,-110.8571667,Utah,28,1.4697E+12,7/28/16 5:25,5,25,7,24,2016
nc72667421,239,0.61,6,2.95,0.1319,"22km SSE of Mammoth Lakes, California",37.4613333,-118.8668333,California,28,1.4697E+12,7/28/16 5:33,5,33,7,22,2016
ak13832363,53.99999568,1.6,39,96.5,0.1284591,"59km WNW of Anchor Point, Alaska",59.9198,-152.8465,Alaska,28,1.4697E+12,7/28/16 5:35,5,35,7,8,2016
nn00553583,224.94,1.1,19,7.5,0.152,"68km ESE of Lakeview, Oregon",41.8476,-119.6516,Oregon,28,1.4697E+12,7/28/16 5:43,5,43,7,37,2016
uu60156942,75,1.33,27,6.69,0.0747,"13km NNE of Old Faithful Geyser, Wyoming",44.5753333,-110.7636667,Wyoming,28,1.4697E+12,7/28/16 5:45,5,45,7,7,2016
nn00553584,224.34,0.9,12,8.4,0.151,"68km ESE of Lakeview, Oregon",41.8519,-119.6461,Oregon,28,1.4697E+12,7/28/16 5:45,5,45,7,26,2016
ak13814032,151.1999879,0.6,6,5,0.2892575,"109km W of Cantwell, Alaska",63.2775,-151.1246,Alaska,28,1.4697E+12,7/28/16 5:46,5,46,7,46,2016
nc72667426,317,0.84,11,13.55,0.1172,"21km SE of Mammoth Lakes, California",37.5115,-118.8035,California,28,1.4697E+12,7/28/16 5:48,5,48,7,39,2016
uu60156947,52,1.8,50,2.39,0.2584,"17km ESE of Castle Dale, Utah",39.1273333,-110.8553333,Utah,28,1.4697E+12,7/28/16 5:50,5,50,7,50,2016
pr16210006,327.6,2.9,129,57,1.40855837,"144km N of Road Town, British Virgin Islands",19.7007,-64.3908,British Virgin Islands,28,1.4697E+12,7/28/16 5:51,5,51,7,59,2016
ak13814033,50.39999597,0.9,12,10.3,0.282071,"109km W of Cantwell, Alaska",63.2834,-151.1174,Alaska,28,1.4697E+12,7/28/16 5:52,5,52,7,43,2016
ak13814034,259.1999793,2.9,129,32.4,2.060735,"193km S of Buldir Island, Alaska",50.6235,175.9801,Alaska,28,1.4697E+12,7/28/16 6:01,6,1,7,26,2016
nn00553585,121.41,1.2,22,8.4,0.151,"68km ESE of Lakeview, Oregon",41.851,-119.6477,Oregon,28,1.4697E+12,7/28/16 6:12,6,12,7,29,2016
ak13832367,223.1999821,2.6,104,34.5,0.8516029,"59km S of Yunaska Island, Alaska",52.0942,-170.6218,Alaska,28,1.4697E+12,7/28/16 6:16,6,16,7,0,2016
ci37641504,79,1.23,23,15.8,0.09388,"15km NE of Ojai, CA",34.5281667,-119.1096667,California,28,1.4697E+12,7/28/16 6:21,6,21,7,34,2016
nc72667451,124,1.02,16,10.13,0.04183,"25km SE of Mammoth Lakes, California",37.4853333,-118.7741667,California,28,1.4697E+12,7/28/16 6:35,6,35,7,21,2016
ak13814035,97.19999222,0.6,6,11.1,0.08174669,"9km N of Cantwell, Alaska",63.4764,-148.9546,Alaska,28,1.4697E+12,7/28/16 6:39,6,39,7,18,2016
ak13832369,194.3999844,1.1,19,13.1,0.3763941,"70km SW of Unalaska, Alaska",53.4178,-167.2798,Alaska,28,1.4697E+12,7/28/16 6:39,6,39,7,28,2016
ci37641512,62,0.83,11,16.06,0.09131,"4km SE of Loma Linda, CA",34.0271667,-117.2266667,California,28,1.4697E+12,7/28/16 6:50,6,50,7,16,2016
ci37641520,54,0.92,13,16.51,0.06774,"9km SW of Idyllwild, CA",33.6875,-116.7903333,California,28,1.4697E+12,7/28/16 6:58,6,58,7,4,2016
nc72667456,43,1.38,29,1.56,0.005541,"2km E of The Geysers, California",38.7765,-122.723,California,28,1.4697E+12,7/28/16 7:00,7,0,7,28,2016
ak13814036,262.799979,1.9,56,13.2,1.035758,"131km S of Unalaska, Alaska",52.6934,-166.6619,Alaska,28,1.4697E+12,7/28/16 7:05,7,5,7,49,2016
ak13814038,176.3999859,1.1,19,8.4,0.6629567,"143km ENE of Arctic Village, Alaska",68.7606,-142.5006,Alaska,28,1.4697E+12,7/28/16 7:12,7,12,7,50,2016
ak13832372,97.19999222,1.2,22,85.6,0.1158827,"35km SSE of Redoubt Volcano, Alaska",60.1849,-152.5171,Alaska,28,1.4697E+12,7/28/16 7:16,7,16,7,17,2016
nn00553586,144.42,1,15,10.3,0.117,"28km SSE of Lakeview, Oregon",41.9676,-120.1726,Oregon,28,1.4697E+12,7/28/16 7:18,7,18,7,25,2016
hv61355866,97,1.47,33,2.862,0.02454,"26km E of Honaunau-Napoopoo, Hawaii",19.4283333,-155.6106667,Hawaii,28,1.4697E+12,7/28/16 7:19,7,19,7,41,2016
ak13814039,57.59999539,2.1,68,20.4,0.08713658,"25km WSW of Valdez, Alaska",61.0262,-146.7663,Alaska,28,1.4697E+12,7/28/16 7:20,7,20,7,39,2016
uw61172647,130,0.5,4,17.68,0.1328,"19km ESE of Buckley, Washington",47.0706667,-121.8106667,Washington,28,1.4697E+12,7/28/16 7:23,7,23,7,6,2016
nc72667461,85,0.88,12,2.14,0.01262,"2km NW of The Geysers, California",38.7943344,-122.7718353,California,28,1.46971E+12,7/28/16 7:24,7,24,7,43,2016
nc72667471,166,1.06,17,-0.2,0.02182,"4km SE of The Geysers, California",38.7518349,-122.7226639,California,28,1.46971E+12,7/28/16 7:26,7,26,7,18,2016
ak13832374,97.19999222,1.4,30,83.7,0.1814597,"50km WNW of Anchor Point, Alaska",59.9036,-152.7005,Alaska,28,1.46971E+12,7/28/16 7:33,7,33,7,46,2016
ak13814043,50.39999597,1.2,22,7,0.5371925,"54km NNE of Nikiski, Alaska",61.1471,-150.9438,Alaska,28,1.46971E+12,7/28/16 7:37,7,37,7,43,2016
pr16210007,288,2.6,104,25,1.29447232,"143km NNE of Vieques, Puerto Rico",19.6149,-65.2881,Puerto Rico,28,1.46971E+12,7/28/16 7:39,7,39,7,29,2016
pr16210008,291.6,2.2,74,13,0.04491576,"5km SE of Road Town, British Virgin Islands",18.3805,-64.5873,British Virgin Islands,28,1.46971E+12,7/28/16 7:57,7,57,7,37,2016
ci37641528,73,0.68,7,17.48,0.1065,"6km NE of Cabazon, CA",33.9483333,-116.7331667,California,28,1.46971E+12,7/28/16 7:58,7,58,7,31,2016
ak13814044,97.19999222,1.6,39,0,0.25063,"35km N of Whittier, Alaska",61.0838,-148.5622,Alaska,28,1.46971E+12,7/28/16 7:58,7,58,7,46,2016
ak13832377,129.5999896,1.5,35,39,0.3413598,"53km W of Seward, Alaska",60.0372,-150.3999,Alaska,28,1.46971E+12,7/28/16 8:04,8,4,7,28,2016
ak13814046,57.59999539,2.4,89,4,0.5057515,"123km NW of Arctic Village, Alaska",68.9615,-147.5099,Alaska,28,1.46971E+12,7/28/16 8:08,8,8,7,37,2016
ak13832379,147.5999882,1.4,30,90.3,0.2973424,"27km NNW of Anchor Point, Alaska",59.9948,-152.0532,Alaska,28,1.46971E+12,7/28/16 8:14,8,14,7,30,2016
nn00553624,147.71,1.2,22,7.9,0.067,"50km S of Goldfield, Nevada",37.2592,-117.3265,Nevada,28,1.46971E+12,7/28/16 8:20,8,20,7,53,2016
ak13814049,89.9999928,1.4,30,0,0.2129007,"40km NE of Whittier, Alaska",61.0663,-148.2406,Alaska,28,1.46971E+12,7/28/16 8:24,8,24,7,40,2016
ak13814050,129.5999896,1.3,26,8.8,0.1877479,"139km NE of Cape Yakataga, Alaska",60.8833,-140.5022,Alaska,28,1.46971E+12,7/28/16 8:26,8,26,7,52,2016
uu60156977,73,2.16,72,7,0.07709,"14km NNE of Old Faithful Geyser, Wyoming",44.5768333,-110.7581667,Wyoming,28,1.46971E+12,7/28/16 8:34,8,34,7,5,2016
pr16210009,349.2,2.4,89,83,0.33686823,"37km E of Road Town, British Virgin Islands",18.4454,-64.2626,British Virgin Islands,28,1.46971E+12,7/28/16 8:36,8,36,7,39,2016
nc72667526,52,1.31,26,2.35,0.01984,"1km N of The Geysers, California",38.793,-122.7588333,California,28,1.46971E+12,7/28/16 8:43,8,43,7,27,2016
ak13814052,35.99999712,1.5,35,44.3,0.3575295,"73km ENE of Y, Alaska",62.4726,-148.6077,Alaska,28,1.46971E+12,7/28/16 8:48,8,48,7,22,2016
ak13814053,61.1999951,1.4,30,29.6,0.2685963,"28km SSE of Knik-Fairview, Alaska",61.2863,-149.3592,Alaska,28,1.46971E+12,7/28/16 8:51,8,51,7,6,2016
ak13814055,136.7999891,1.4,30,16.3,0.03593261,"44km WSW of Adak, Alaska",51.7808,-177.2855,Alaska,28,1.46971E+12,7/28/16 9:01,9,1,7,20,2016
nn00553599,149.14,0.4,2,11.3,0.179,"61km WNW of Beatty, Nevada",37.1517,-117.3861,Nevada,28,1.46971E+12,7/28/16 9:09,9,9,7,20,2016
nn00553601,148.15,0.6,6,9,0.176,"61km WNW of Beatty, Nevada",37.1512,-117.3781,Nevada,28,1.46971E+12,7/28/16 9:09,9,9,7,34,2016
ak13814513,71.99999424,1.3,26,1.8,0.5192262,"120km NW of Arctic Village, Alaska",68.9415,-147.4935,Alaska,28,1.46971E+12,7/28/16 9:10,9,10,7,20,2016
uu60156992,74,1.86,53,5.98,0.07968,"13km NNE of Old Faithful Geyser, Wyoming",44.5706667,-110.7598333,Wyoming,28,1.46971E+12,7/28/16 9:11,9,11,7,9,2016
ak13832386,71.99999424,1.8,50,65.8,0.5183279,"96km NW of Kodiak Station, Alaska",58.4109,-153.7017,Alaska,28,1.46971E+12,7/28/16 9:12,9,12,7,12,2016
ak13814515,35.99999712,1.9,56,6.9,0.1536119,"5km ESE of Talkeetna, Alaska",62.302,-150.0184,Alaska,28,1.46971E+12,7/28/16 9:14,9,14,7,24,2016
ak13814519,172.7999862,2.1,68,10.3,0.7411101,"19km W of Kiska Volcano, Alaska",52.0702,177.3202,Alaska,28,1.46971E+12,7/28/16 9:23,9,23,7,20,2016
nn00553610,179.38,0.3,1,1.4,0.098,"49km S of Goldfield, Nevada",37.2661,-117.145,Nevada,28,1.46971E+12,7/28/16 9:25,9,25,7,43,2016
pr16210010,255.6,3.1,148,42,1.23608183,"138km NNE of Vieques, Puerto Rico",19.5503,-65.2685,Puerto Rico,28,1.46971E+12,7/28/16 9:26,9,26,7,45,2016
ak13814521,68.39999453,1.4,30,16.6,0.1473237,"124km N of College, Alaska",65.977,-147.7564,Alaska,28,1.46971E+12,7/28/16 9:26,9,26,7,48,2016
ak13832392,82.79999338,1.4,30,77,0.3198002,"52km WSW of Anchor Point, Alaska",59.5384,-152.6402,Alaska,28,1.46971E+12,7/28/16 9:28,9,28,7,18,2016
ak13814523,21.59999827,1.8,50,113.6,0.4868869,"91km NNW of Talkeetna, Alaska",63.0549,-150.9262,Alaska,28,1.46971E+12,7/28/16 9:30,9,30,7,55,2016
ak13814526,100.7999919,1.1,19,37.9,0.3126137,"14km SSE of Big Lake, Alaska",61.396,-149.8677,Alaska,28,1.46971E+12,7/28/16 9:33,9,33,7,49,2016
nc72667536,208,0.5,4,1.44,0.02843,"6km SSE of Mammoth Lakes, California",37.5921667,-118.9408333,California,28,1.46971E+12,7/28/16 9:35,9,35,7,16,2016
ak13814527,89.9999928,0.9,12,12.3,0.5147347,"121km NW of Arctic Village, Alaska",68.9428,-147.5063,Alaska,28,1.46971E+12,7/28/16 9:38,9,38,7,38,2016
nc72667541,106,0.73,8,0.04,0.03569,"7km SSE of Mammoth Lakes, California",37.5816667,-118.9388333,California,28,1.46971E+12,7/28/16 9:47,9,47,7,41,2016
us1000681q,58,2.7,112,5.429,0,"11km SE of Cherokee, Oklahoma",36.6889,-98.2606,Oklahoma,28,1.46971E+12,7/28/16 9:48,9,48,7,27,2016
ak13814528,61.1999951,0.4,2,10,0.07456017,"15km WNW of Ester, Alaska",64.8939,-148.3138,Alaska,28,1.46971E+12,7/28/16 9:51,9,51,7,59,2016
uu60157007,74,1.63,41,4.39,0.07953,"13km NNE of Old Faithful Geyser, Wyoming",44.5698333,-110.761,Wyoming,28,1.46971E+12,7/28/16 9:56,9,56,7,14,2016
uu60157012,95,0.74,8,7.82,0.08149,"13km NNE of Old Faithful Geyser, Wyoming",44.5725,-110.7548333,Wyoming,28,1.46971E+12,7/28/16 9:59,9,59,7,56,2016
ci37641560,129,0.88,12,9.68,0.05048,"10km WNW of Morongo Valley, CA",34.0753333,-116.6896667,California,28,1.46971E+12,7/28/16 10:00,10,0,7,21,2016
ak13814529,241.1999807,2.3,81,3,0.962994,"124km S of Unalaska, Alaska",52.7623,-166.7218,Alaska,28,1.46971E+12,7/28/16 10:00,10,0,7,40,2016
uu60157017,136,0.57,5,7.63,0.07746,"13km NNE of Old Faithful Geyser, Wyoming",44.5716667,-110.7626667,Wyoming,28,1.46972E+12,7/28/16 10:11,10,11,7,47,2016
uu60009445,143,0.98,15,2.18,0.08222,"13km NNE of Old Faithful Geyser, Wyoming",44.5711667,-110.7478333,Wyoming,28,1.46972E+12,7/28/16 10:11,10,11,7,54,2016
ak13832398,111.5999911,1.2,22,30.1,0.3602244,"46km NNW of Valdez, Alaska",61.5159,-146.6768,Alaska,28,1.46972E+12,7/28/16 10:13,10,13,7,49,2016
ak13832399,97.19999222,1,15,107.1,0.3611227,"81km WSW of Cantwell, Alaska",63.0933,-150.4281,Alaska,28,1.46972E+12,7/28/16 10:14,10,14,7,16,2016
nc72667551,46,1.26,24,8.42,0.06886,"15km NE of San Simeon, California",35.7323333,-121.0626667,California,28,1.46972E+12,7/28/16 10:20,10,20,7,27,2016
nc72667566,84,2.25,78,4.81,0.01689,"13km SE of Mammoth Lakes, California",37.5785,-118.8446667,California,28,1.46972E+12,7/28/16 10:28,10,28,7,14,2016
ak13832400,226.7999819,1.8,50,18.5,0.9450277,"115km S of False Pass, Alaska",53.8178,-163.2453,Alaska,28,1.46972E+12,7/28/16 10:42,10,42,7,35,2016
nn00553592,192.3,0.5,4,10,0.176,"30km SSW of Hawthorne, Nevada",38.2651,-118.728,Nevada,28,1.46972E+12,7/28/16 10:45,10,45,7,13,2016
ci37641632,79,0.93,13,1.87,0.07168,"16km NNE of Thousand Palms, CA",33.9481667,-116.323,California,28,1.46972E+12,7/28/16 11:10,11,10,7,39,2016
nc72667581,71,1.91,56,3.04,0.01056,"6km NW of The Geysers, California",38.8131667,-122.8168333,California,28,1.46972E+12,7/28/16 11:20,11,20,7,8,2016
nc72667586,120,0.88,12,2.6,0.007699,"6km NW of The Geysers, California",38.8103333,-122.8195038,California,28,1.46972E+12,7/28/16 11:21,11,21,7,39,2016
nn00553613,256.62,0.4,2,12.3,0.175,"17km NW of Hawthorne, Nevada",38.6522,-118.7445,Nevada,28,1.46972E+12,7/28/16 11:25,11,25,7,36,2016
ak13814533,82.79999338,0.3,1,9.8,0.2371552,"25km WSW of Ester, Alaska",64.7505,-148.4959,Alaska,28,1.46972E+12,7/28/16 11:26,11,26,7,32,2016
ci37641664,94,0.3,1,14.59,0.03991,"12km ESE of Anza, CA",33.5206667,-116.5496667,California,28,1.46972E+12,7/28/16 11:31,11,31,7,6,2016
uu60157042,139,0.81,10,5.18,0.08216,"13km NNE of Old Faithful Geyser, Wyoming",44.572,-110.7541667,Wyoming,28,1.46972E+12,7/28/16 11:31,11,31,7,8,2016
uw61172677,159,1.38,29,9.33,0.07053,"21km NE of Montague, California",41.8516667,-122.3303333,California,28,1.46972E+12,7/28/16 11:31,11,31,7,39,2016
ci37641672,65,1.25,24,2.17,0.06844,"16km E of Desert Hot Springs, CA",33.962,-116.3305,California,28,1.46972E+12,7/28/16 11:33,11,33,7,31,2016
us1000682i,78,4.6,326,36.96,2.955,"48km NNW of Kish, Iran",26.9417,53.7754,Iran,28,1.46972E+12,7/28/16 11:34,11,34,7,9,2016
us1000683b,62,5.1,400,5.12,2.984,"163km SE of Hihifo, Tonga",-16.8242,-172.5158,Tonga,28,1.46972E+12,7/28/16 11:44,11,44,7,21,2016
nc72667591,43,1.19,22,1.66,0.009621,"4km W of Cobb, California",38.8225,-122.7768333,California,28,1.46972E+12,7/28/16 11:51,11,51,7,4,2016
nn00553597,308,0.4,2,13.4,0.206,"20km NW of Hawthorne, Nevada",38.6653,-118.7809,Nevada,28,1.46972E+12,7/28/16 11:52,11,52,7,14,2016
ci37641680,81,1.15,20,1.77,0.07248,"16km NNE of Thousand Palms, CA",33.953,-116.3228333,California,28,1.46972E+12,7/28/16 11:55,11,55,7,23,2016
nn00553616,149.76,0.1,0,2.9,0.057,"23km E of Hawthorne, Nevada",38.4878,-118.3646,Nevada,28,1.46972E+12,7/28/16 11:57,11,57,7,25,2016
ak13832403,269.9999784,1.7,44,54.8,0.4024452,"37km SSE of Atka, Alaska",51.8713,-174.0807,Alaska,28,1.46972E+12,7/28/16 11:58,11,58,7,33,2016
ci37641688,84,0.55,5,3.27,0.04609,"4km E of Banning, CA",33.9323333,-116.8348333,California,28,1.46972E+12,7/28/16 11:59,11,59,7,32,2016
ak13832404,111.5999911,1.1,19,35.8,0.1625951,"14km ENE of Willow, Alaska",61.7884,-149.7836,Alaska,28,1.46972E+12,7/28/16 12:01,12,1,7,32,2016
ak13832405,71.99999424,1.4,30,96.1,0.1581035,"55km WNW of Anchor Point, Alaska",59.9415,-152.772,Alaska,28,1.46972E+12,7/28/16 12:06,12,6,7,48,2016
us1000682z,93,4.4,298,27.88,4.022,"48km NNE of As Sukhnah, Syria",35.2862,39.0889,Syria,28,1.46972E+12,7/28/16 12:13,12,13,7,34,2016
ak13832406,212.399983,1.3,26,12.1,0.3108171,"44km S of Tanaga Volcano, Alaska",51.485,-178.1456,Alaska,28,1.46972E+12,7/28/16 12:17,12,17,7,26,2016
ci37641704,78,0.79,10,1.99,0.06929,"15km NNE of Thousand Palms, CA",33.9461667,-116.3256667,California,28,1.46972E+12,7/28/16 12:25,12,25,7,50,2016
ci37641712,78,0.78,9,2.16,0.06966,"15km NNE of Thousand Palms, CA",33.9471667,-116.3253333,California,28,1.46972E+12,7/28/16 12:27,12,27,7,51,2016
ci37641720,59,1.49,34,10.59,0.03931,"8km NNE of Santa Clarita, CA",34.4761667,-118.4605,California,28,1.46972E+12,7/28/16 12:33,12,33,7,6,2016
ak13814995,68.39999453,1.2,22,55.1,0.2353586,"13km NNE of Anchor Point, Alaska",59.8892,-151.7415,Alaska,28,1.46972E+12,7/28/16 12:34,12,34,7,42,2016
ak13814998,75.59999395,0.2,1,18.8,0.07545848,"7km SSW of College, Alaska",64.798,-147.8794,Alaska,28,1.46972E+12,7/28/16 12:36,12,36,7,26,2016
nc72667606,109,0.77,9,8.56,0.1179,"25km SE of Mammoth Lakes, California",37.4766667,-118.7876667,California,28,1.46972E+12,7/28/16 12:43,12,43,7,55,2016
ak13814999,226.7999819,2.5,96,3.9,0.9055018,"121km S of Unalaska, Alaska",52.7936,-166.8035,Alaska,28,1.46972E+12,7/28/16 12:49,12,49,7,49,2016
ak13832410,79.19999366,1.5,35,79.5,0.2775794,"63km WSW of Anchor Point, Alaska",59.481,-152.7985,Alaska,28,1.46973E+12,7/28/16 12:58,12,58,7,4,2016
nc72667616,99,0.56,5,1.81,0.005894,"7km NW of The Geysers, California",38.8143349,-122.8263321,California,28,1.46973E+12,7/28/16 12:59,12,59,7,46,2016
ci37641768,64,1.16,21,1.68,0.07091,"16km NNE of Thousand Palms, CA",33.9486667,-116.324,California,28,1.46973E+12,7/28/16 13:01,13,1,7,29,2016
ak13832411,75.59999395,1.1,19,5.7,0.4761071,"55km NNE of Sutton-Alpine, Alaska",62.272,-148.5621,Alaska,28,1.46973E+12,7/28/16 13:04,13,4,7,7,2016
ak13815001,255.5999796,2.3,81,46.5,1.037554,"139km S of Unalaska, Alaska",52.6289,-166.7741,Alaska,28,1.46973E+12,7/28/16 13:08,13,8,7,25,2016
ak13815003,237.599981,2.5,96,13.8,0.8965187,"123km S of Unalaska, Alaska",52.778,-166.8498,Alaska,28,1.46973E+12,7/28/16 13:11,13,11,7,6,2016
ak13832414,287.999977,1.2,22,23.3,0.4311913,"60km SE of Adak, Alaska",51.4843,-176.0662,Alaska,28,1.46973E+12,7/28/16 13:16,13,16,7,48,2016
ci37641776,92,1.89,55,26.12,0.2885,"6km SSW of Wasco, CA",35.5403333,-119.3643333,California,28,1.46973E+12,7/28/16 13:16,13,16,7,50,2016
ak13815006,244.7999804,1.8,50,4.3,0.91179,"122km S of Unalaska, Alaska",52.7849,-166.8049,Alaska,28,1.46973E+12,7/28/16 13:37,13,37,7,4,2016
ak13815007,53.99999568,1.9,56,101.1,0.1149844,"49km WNW of Anchor Point, Alaska",59.9663,-152.6361,Alaska,28,1.46973E+12,7/28/16 13:48,13,48,7,23,2016
ci37641832,73,0.96,14,10.76,0.0994,"24km NE of Pine Valley, CA",32.9715,-116.351,California,28,1.46973E+12,7/28/16 14:00,14,0,7,45,2016
ci37641848,77,0.82,10,17.07,0.07563,"3km W of Yucaipa, CA",34.0326667,-117.0773333,California,28,1.46973E+12,7/28/16 14:03,14,3,7,5,2016
ci37641856,30,1.71,45,5.56,0.02162,"3km WSW of Borrego Springs, CA",33.2478333,-116.4083333,California,28,1.46973E+12,7/28/16 14:11,14,11,7,59,2016
uw61172727,254,1.73,46,-1.54,0.3427,"2km W of Prineville, Oregon",44.2975,-120.8655,Oregon,28,1.46973E+12,7/28/16 14:14,14,14,7,5,2016
ak13815011,241.1999807,2,62,37,0.9998249,"130km S of Unalaska, Alaska",52.7061,-166.7263,Alaska,28,1.46973E+12,7/28/16 14:22,14,22,7,48,2016
nc72667646,141,0.27,1,1.51,0.01001,"4km SSE of Cobb, California",38.786,-122.6968333,California,28,1.46973E+12,7/28/16 14:23,14,23,7,11,2016
ci37641864,138,0.92,13,2.19,0.07979,"20km ENE of Thermal, CA",33.7285,-115.9456667,California,28,1.46973E+12,7/28/16 14:28,14,28,7,50,2016
ak13815012,215.9999827,2.5,96,37.6,0.8228568,"88km SE of Atka, Alaska",51.5772,-173.3847,Alaska,28,1.46973E+12,7/28/16 14:31,14,31,7,37,2016
ak13815016,89.9999928,0.7,8,15.1,0.3090205,"35km SSW of Cantwell, Alaska",63.0971,-149.2056,Alaska,28,1.46973E+12,7/28/16 14:33,14,33,7,17,2016
uu60157072,134,1.61,40,11.13,0.1047,"67km ENE of Old Faithful Geyser, Wyoming",44.6655,-110.0355,Wyoming,28,1.46973E+12,7/28/16 14:41,14,41,7,7,2016
ci37641888,99,1.43,31,-0.97,0.05611,"14km W of Mojave, CA",35.0458333,-118.3286667,California,28,1.46973E+12,7/28/16 14:44,14,44,7,13,2016
ak13815017,97.19999222,0.8,10,12.4,0.04671239,"95km W of Cantwell, Alaska",63.5278,-150.8334,Alaska,28,1.46973E+12,7/28/16 14:50,14,50,7,36,2016
us10006863,64,4.8,354,65.04,2.994,"115km W of Panguna, Papua New Guinea",-6.1428,154.4552,Papua New Guinea,28,1.46973E+12,7/28/16 15:01,15,1,7,9,2016
ak13815018,215.9999827,2.5,96,66.8,0.7707545,"78km SSE of Atka, Alaska",51.5063,-173.9599,Alaska,28,1.46973E+12,7/28/16 15:01,15,1,7,32,2016
ci37641896,56,0.93,13,-0.49,0.0422,"4km NW of Nuevo, CA",33.8261667,-117.1776667,California,28,1.46973E+12,7/28/16 15:04,15,4,7,15,2016
mb80163624,71,1.66,42,2.96,0.331,"16km NW of Challis, Idaho",44.625,-114.3538333,Idaho,28,1.46973E+12,7/28/16 15:13,15,13,7,14,2016
nc72667656,156,0.27,1,2.73,0.009474,"7km NW of The Geysers, California",38.8216667,-122.822,California,28,1.46973E+12,7/28/16 15:17,15,17,7,2,2016
uu60157087,59,1.75,47,5.73,0.07858,"13km NNE of Old Faithful Geyser, Wyoming",44.5741667,-110.7581667,Wyoming,28,1.46973E+12,7/28/16 15:20,15,20,7,35,2016
ak13815501,50.39999597,1.5,35,101.6,0.4275981,"90km W of Talkeetna, Alaska",62.381,-151.8536,Alaska,28,1.46973E+12,7/28/16 15:42,15,42,7,2,2016
nc72667661,29,1.95,58,5.75,0.03214,"3km S of San Juan Bautista, California",36.81,-121.5371667,California,28,1.46974E+12,7/28/16 15:48,15,48,7,59,2016
